"filename", "language", "Java", "comment", "blank", "total"
"c:\Users\helio\OneDrive\Área de Trabalho\Estudando Programação Avançada\3\gestaoempresarial\src\main\java\com\helio\dao\FuncionarioDao.java", "Java", -1, 0, -1, -2
"Total", "-", -1, 0, -1, -2
